Class,Confidence,Bounding Box,Center Simulation XYZ,Corner 1 Simulation XYZ,Corner 2 Simulation XYZ,Corner 3 Simulation XYZ,Corner 4 Simulation XYZ
5ML_sorting_tube_rack,0.8699715733528137,"[572.0, 267.0, 646.0, 389.0]",[    0.60264   -0.031517    0.078251],,[    0.55136    -0.22694   -0.016215],[    0.66422    0.011691   -0.039808],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8410065174102783,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[    0.38784     0.35685    0.074171],[    0.36154        0.35    0.056834]
centrifuge_close,0.8124964833259583,"[839.0, 25.0, 1008.0, 185.0]",[   0.083997    -0.45988     0.16012],[  -0.068415     -1.9454    -0.81849],,[    0.19589    -0.44001   -0.021624],[   0.059972    -0.11113     0.33692]
refrigerator_close,0.7431237697601318,"[647.0, 3.0, 793.0, 168.0]",[    0.43203    -0.50451     0.15189],,[    0.42692     0.12963     0.78744],[    0.55763    -0.45804   -0.010891],[    0.28136    -0.47408   -0.015577]
10ML_centrifuge_tube,0.7274580597877502,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28394     0.27626     0.20199],[    0.26182     0.27632     0.20398],[    0.28428     0.29638     0.19532],[     0.2625     0.29682     0.19826]
5ML_sorting_tube_rack,0.6684136986732483,"[249.0, 407.0, 385.0, 562.0]",[    0.99625     0.24619    0.075678],[     1.5894    -0.36383    -0.83744],[    0.95655    0.068415   -0.019026],,[    0.90946     0.32175   -0.021157]
blood_tube,0.4668969213962555,"[831.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30523     0.33211     0.19335],[    0.28438     0.33364     0.19916],[    0.30661     0.35594     0.19146],[    0.28686     0.35882     0.20115]
10ML_sorting_tube_rack,0.435004323720932,"[302.0, 247.0, 402.0, 410.0]",[    0.99771   -0.010981    0.085431],[     1.5355    -0.83473    -0.75512],[    0.98933    -0.26118   -0.024882],[      1.051     0.12235    0.061886],[    0.92936    0.071517   -0.021367]
blood_tube,0.3664688467979431,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41105      0.2773    0.081762],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[    0.39162     0.30263    0.085698]
10ML_centrifuge_tube,0.318028062582016,"[583.0, 266.0, 599.0, 282.0]",[    0.63676    -0.12846    0.087435],[     0.6548     -0.1734    0.049743],[    0.63024    -0.19284    0.026149],[    0.64966    -0.12076    0.075741],[    0.62366    -0.11925    0.079129]
dispensing_tube_rack,0.2657744586467743,"[702.0, 498.0, 845.0, 618.0]",[    0.35677     0.31698    0.039656],[    0.45129     0.20146   -0.028276],[    0.28566     0.29325      0.1973],[    0.45166     0.38812    -0.01399],[    0.25423     0.38355  -0.0046328]
5ML_sorting_tube_rack,0.8692082762718201,"[572.0, 267.0, 645.0, 389.0]",[    0.60431   -0.032582    0.076583],,[    0.55302    -0.22379   -0.012263],[    0.66469   0.0091831    -0.04413],[    0.54413     0.02567  -0.0078711]
centrifuge_close,0.8187888264656067,"[839.0, 25.0, 1008.0, 186.0]",[   0.084561    -0.45832     0.16151],[  -0.072147     -1.9624     -0.8315],,[    0.19486    -0.44192   -0.026341],[   0.057659    -0.11423     0.33174]
10ML_centrifuge_tube,0.8148987293243408,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38712     0.33317    0.073625],[    0.35952     0.32323    0.048768],[    0.38795     0.35718    0.075144],[    0.36181     0.35067    0.058779]
10ML_centrifuge_tube,0.7355896830558777,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28351     0.27541     0.20015],[    0.26136     0.27547     0.20214],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
refrigerator_close,0.7212808132171631,"[643.0, 2.0, 794.0, 168.0]",[    0.43666    -0.48858     0.16559],,[    0.42656     0.13154     0.78978],[    0.56524     -0.4599   -0.013149],[    0.28033    -0.46985   -0.011159]
5ML_sorting_tube_rack,0.5337691307067871,"[248.0, 406.0, 384.0, 565.0]",[    0.99872     0.24622    0.072159],[     1.6046    -0.37921    -0.86062],[     0.9582    0.067123   -0.018194],,[    0.90929     0.32712   -0.018622]
blood_tube,0.48060816526412964,"[832.0, 528.0, 849.0, 547.0]",[    0.29957     0.35159     0.21412],[      0.304     0.33207     0.19336],[    0.28417     0.33326     0.19822],[    0.30619     0.35735     0.19528],[    0.28686     0.35882     0.20115]
blood_tube,0.3712793290615082,"[736.0, 518.0, 751.0, 536.0]",[    0.40276     0.29386    0.091344],[    0.41069     0.27575    0.078008],[    0.38979     0.27387    0.075337],[    0.41125     0.30225    0.079149],[    0.39124     0.30266    0.082137]
10ML_sorting_tube_rack,0.33610212802886963,"[302.0, 247.0, 402.0, 405.0]",[    0.99849   -0.014695    0.085404],[     1.5486     -0.8553    -0.78099],[    0.98705    -0.25616   -0.018617],,[    0.93018    0.063814   -0.018901]
10ML_centrifuge_tube,0.2874477505683899,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[    0.65694    -0.18881    0.029924],[    0.63038    -0.19407    0.024564],[    0.65008    -0.12377    0.071731],[    0.62352    -0.11804    0.080733]
5ML_sorting_tube_rack,0.8675735592842102,"[572.0, 267.0, 646.0, 389.0]",[    0.60275   -0.032637    0.076594],,[    0.55124    -0.22261   -0.010665],[    0.66469   0.0091831    -0.04413],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8515543937683105,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[     0.3869     0.33247      0.0717],[    0.35992     0.32428    0.051656],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
centrifuge_close,0.8077720999717712,"[837.0, 25.0, 1008.0, 188.0]",[   0.092958    -0.43812     0.17732],[   -0.11307     -2.1833     -1.0007],,[    0.19793    -0.44069   -0.030601],[   0.058324    -0.11052     0.33179]
refrigerator_close,0.758047342300415,"[646.0, 0.0, 792.0, 168.0]",[    0.43766    -0.45292     0.19875],,[    0.42847     0.13199     0.79189],[    0.55942    -0.45442  -0.0072281],[     0.2841    -0.46972   -0.011185]
10ML_centrifuge_tube,0.7178642749786377,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28372     0.27584     0.20107],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5650945901870728,"[249.0, 406.0, 385.0, 563.0]",[    0.99588      0.2466      0.0766],[     1.5604    -0.33528    -0.77905],[     0.9578    0.065153   -0.021686],,[    0.90999     0.32231   -0.023857]
blood_tube,0.4694390296936035,"[831.0, 529.0, 849.0, 547.0]",[    0.30056     0.35447     0.21823],[    0.30519     0.33316      0.1927],[    0.28434     0.33468     0.19851],[    0.30721     0.35703     0.19432],[    0.28751     0.35992     0.20402]
blood_tube,0.41148725152015686,"[736.0, 518.0, 750.0, 535.0]",[    0.40281     0.29271    0.092059],[    0.41078     0.27614    0.078947],[    0.39127      0.2743    0.076266],[    0.41111     0.30036    0.077971],[    0.39264     0.30156    0.082844]
10ML_sorting_tube_rack,0.35109418630599976,"[301.0, 244.0, 402.0, 359.0]",[     1.0183   -0.076079    0.065087],[     1.5592    -0.87434    -0.79135],[    0.99008    -0.26699     -0.0236],[      1.068    0.041059    0.074008],[    0.94696    -0.02497   -0.023324]
10ML_centrifuge_tube,0.29644933342933655,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[    0.65617    -0.18326    0.037058],[    0.62881    -0.17988    0.042795],[    0.64983    -0.12196    0.074137],[    0.62366    -0.11925    0.079129]
blood_tube,0.2823161482810974,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38201   -0.096299    0.077717],[    0.36046   -0.093519    0.082736],[    0.38031   -0.078019    0.056837],[    0.36026   -0.067262    0.073403]
5ML_sorting_tube_rack,0.8485637307167053,"[572.0, 267.0, 646.0, 389.0]",[    0.60253   -0.030397    0.079908],,[    0.55141    -0.22879   -0.018594],,[    0.54251    0.026623  -0.0061322]
10ML_centrifuge_tube,0.8169939517974854,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[     0.3869     0.33247      0.0717],[    0.35992     0.32428    0.051656],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
centrifuge_close,0.8127672076225281,"[837.0, 26.0, 1008.0, 186.0]",[   0.087624    -0.45292     0.16407],[   -0.11319     -2.1801     -1.0027],,[    0.19901    -0.44039   -0.024879],[   0.056146    -0.11706     0.32877]
refrigerator_close,0.7579310536384583,"[646.0, 0.0, 793.0, 168.0]",[     0.4343    -0.49961     0.15829],,[    0.42795     0.13371     0.79316],[    0.55952    -0.45797   -0.010904],[    0.28136    -0.47408   -0.015577]
10ML_centrifuge_tube,0.7134146690368652,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28394     0.27626     0.20199],[    0.26136     0.27547     0.20214],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5546820163726807,"[249.0, 406.0, 385.0, 563.0]",[    0.99625     0.24619    0.075678],[     1.5724    -0.34806    -0.80273],[     0.9578    0.065153   -0.021686],,[    0.90853     0.32397   -0.019021]
blood_tube,0.49105241894721985,"[832.0, 529.0, 849.0, 547.0]",[    0.29953      0.3526     0.21348],[    0.30396     0.33311     0.19271],[    0.28434     0.33468     0.19851],[    0.30659     0.35808     0.19719],[    0.28751     0.35992     0.20402]
blood_tube,0.3934626579284668,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[     0.4105     0.27498    0.076132],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[    0.39129     0.30151    0.082854]
5ML_sorting_tube_rack,0.3146135210990906,"[332.0, 0.0, 554.0, 174.0]",[    0.94007     -0.5522    0.086627],,[    0.94972     -2.1193    -0.87869],[     1.5679       -1.22    -0.86887],[    0.73146    -0.43673   -0.012192]
dispensing_tube_rack,0.288765013217926,"[702.0, 500.0, 853.0, 618.0]",[     0.3476     0.30883    0.013952],[    0.45167     0.20766   -0.021529],[    0.27624     0.29624     0.19882],[    0.45177      0.3887   -0.011996],[    0.24697     0.38825    0.012371]
5ML_sorting_tube_rack,0.8783932328224182,"[572.0, 267.0, 645.0, 389.0]",[    0.60442   -0.033702    0.074925],,[    0.55311    -0.22688   -0.016228],[    0.66366      0.0147   -0.034621],[    0.54408    0.027688  -0.0044154]
centrifuge_close,0.8289639353752136,"[838.0, 25.0, 1008.0, 186.0]",[   0.083152    -0.46222     0.15803],[  -0.055832     -1.9036    -0.78664],,[    0.19503    -0.44816   -0.033052],[   0.059927    -0.10999      0.3362]
10ML_centrifuge_tube,0.8248012661933899,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[     0.3869     0.33247      0.0717],[    0.35952     0.32323    0.048768],[     0.3875     0.35585    0.071253],[    0.36181     0.35067    0.058779]
refrigerator_close,0.7791794538497925,"[646.0, 0.0, 793.0, 168.0]",[    0.43715    -0.46005     0.19258],,[    0.42781     0.13284     0.79253],[    0.55958     -0.4601    -0.01311],[    0.27797    -0.49126   -0.033195]
10ML_centrifuge_tube,0.7208803296089172,"[846.0, 484.0, 864.0, 501.0]",[    0.27386     0.28729      0.2032],[    0.28372     0.27584     0.20107],[    0.26205     0.27674      0.2049],[    0.28428     0.29638     0.19532],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.6519525647163391,"[249.0, 406.0, 386.0, 558.0]",[    0.99708     0.24301    0.075321],[     1.5796    -0.35564    -0.81676],[    0.95561    0.066054   -0.019923],,[    0.90791     0.31713    -0.01712]
10ML_centrifuge_tube,0.4490733742713928,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[    0.65677    -0.18758    0.031509],[    0.63038    -0.19407    0.024564],[    0.65008    -0.12377    0.071731],[    0.62352    -0.11804    0.080733]
blood_tube,0.4335048198699951,"[831.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30523     0.33211     0.19335],[     0.2846     0.33402     0.20011],[    0.30681      0.3563     0.19241],[    0.28816     0.36101     0.20688]
blood_tube,0.3792106807231903,"[736.0, 518.0, 751.0, 536.0]",[    0.40286     0.29423    0.092287],[    0.41069     0.27575    0.078008],[    0.38957     0.27309    0.073461],[    0.41106     0.30151    0.077251],[    0.39135     0.30303    0.083086]
10ML_sorting_tube_rack,0.2864656448364258,"[301.0, 246.0, 402.0, 359.0]",[     1.0175   -0.073576    0.065871],[     1.5947    -0.92566    -0.86488],[    0.98996    -0.26395   -0.025499],[     1.0672    0.042097    0.075706],[    0.94949   -0.029677   -0.030959]
blood_tube,0.2519894540309906,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38161   -0.098668    0.074474],[    0.36046   -0.093519    0.082736],[    0.37972   -0.081477    0.051913],[    0.36026   -0.067262    0.073403]
centrifuge_close,0.8345323204994202,"[839.0, 25.0, 1008.0, 185.0]",[   0.089915    -0.44351     0.17474],[  -0.068415     -1.9454    -0.81849],,[    0.19435    -0.44562   -0.027573],[   0.056192    -0.11822     0.32949]
5ML_sorting_tube_rack,0.8321688175201416,"[572.0, 267.0, 646.0, 385.0]",[    0.60308    -0.03752    0.074933],,[    0.55124    -0.22261   -0.010665],[     0.6651   0.0025963   -0.042368],[     0.5427    0.022223  -0.0010221]
10ML_centrifuge_tube,0.8284597992897034,"[754.0, 560.0, 772.0, 577.0]",[    0.37506     0.34288    0.070918],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[     0.3875     0.35585    0.071253],[    0.36194       0.351    0.059752]
refrigerator_close,0.7493689060211182,"[646.0, 0.0, 793.0, 168.0]",[    0.43487    -0.49169     0.16515],,[      0.427      0.1276     0.78871],[    0.55952    -0.45797   -0.010904],[    0.28504    -0.45547   0.0035096]
10ML_centrifuge_tube,0.6797502636909485,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28394     0.27626     0.20199],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[     0.2625     0.29682     0.19826]
5ML_sorting_tube_rack,0.6724812388420105,"[248.0, 406.0, 384.0, 561.0]",[    0.99844     0.24425    0.074568],[     1.5997      -0.374    -0.85098],[     0.9582    0.067123   -0.018194],,[    0.91095     0.32057   -0.020401]
blood_tube,0.4657145142555237,"[832.0, 529.0, 849.0, 547.0]",[    0.30077     0.35484     0.21918],[    0.30435     0.33388     0.19459],[    0.28456     0.33506     0.19946],[    0.30579     0.35663     0.19337],[    0.28707     0.35919     0.20211]
blood_tube,0.35200557112693787,"[736.0, 518.0, 750.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41069     0.27575    0.078008],[    0.39116     0.27392    0.075328],[    0.41129      0.3011    0.079867],[    0.39264     0.30156    0.082844]
dispensing_tube_rack,0.31602224707603455,"[702.0, 498.0, 812.0, 618.0]",[    0.38319     0.33075    0.075076],[    0.45156     0.20349   -0.023641],[    0.31292     0.26194     0.12292],[    0.45137     0.38665   -0.018974],[    0.30186     0.38842   0.0060041]
10ML_centrifuge_tube,0.283866286277771,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[     0.6572    -0.19066    0.027545],[    0.63072    -0.19716    0.020601],[    0.64966    -0.12076    0.075741],[    0.62352    -0.11804    0.080733]
10ML_sorting_tube_rack,0.2781495749950409,"[302.0, 246.0, 402.0, 360.0]",[     1.0152   -0.071134    0.066669],[     1.6059    -0.94824    -0.89306],[    0.98711    -0.25767   -0.017673],[     1.0699    0.037632    0.065565],[    0.94494   -0.019918   -0.018256]
blood_tube,0.27104663848876953,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38181   -0.097484    0.076095],[       0.36    -0.09589    0.079493],[    0.38031   -0.078019    0.056837],[    0.36026   -0.067262    0.073403]
5ML_sorting_tube_rack,0.8556528091430664,"[572.0, 267.0, 645.0, 389.0]",[    0.60453   -0.034821    0.073268],,[    0.55308    -0.22564   -0.014642],[    0.66469   0.0091831    -0.04413],[    0.54411    0.026679  -0.0061433]
centrifuge_close,0.8501501083374023,"[839.0, 25.0, 1008.0, 185.0]",[   0.088506    -0.44741     0.17126],[   -0.15519      -2.341      -1.121],,[    0.19262    -0.45194   -0.034266],[   0.059594    -0.11184     0.33618]
10ML_centrifuge_tube,0.8487045764923096,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[     0.3875     0.35585    0.071253],[    0.36181     0.35067    0.058779]
refrigerator_close,0.779019296169281,"[646.0, 0.0, 793.0, 168.0]",[    0.43584    -0.47824     0.17681],,[    0.42741     0.13022     0.79062],[    0.55952    -0.45797   -0.010904],[    0.27967    -0.48267   -0.024386]
5ML_sorting_tube_rack,0.6912918090820312,"[249.0, 406.0, 384.0, 561.0]",[    0.99881     0.24384    0.073647],[     1.5971     -0.3741    -0.85096],[    0.95879    0.066166   -0.019945],,[    0.91154      0.3199   -0.022334]
10ML_centrifuge_tube,0.6588838696479797,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28309     0.27457     0.19831],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26296     0.29764     0.20011]
blood_tube,0.4775035083293915,"[831.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30523     0.33211     0.19335],[    0.28438     0.33364     0.19916],[     0.3074      0.3574     0.19527],[    0.28794     0.36065     0.20593]
blood_tube,0.36962655186653137,"[736.0, 519.0, 751.0, 535.0]",[    0.40276     0.29386    0.091344],[    0.41101     0.27846    0.081037],[    0.39017     0.27658    0.078363],[    0.41138     0.30147    0.080816],[    0.39129     0.30151    0.082854]
10ML_sorting_tube_rack,0.3529866933822632,"[302.0, 247.0, 401.0, 405.0]",[    0.99935   -0.013538    0.087053],[     1.6031    -0.94133    -0.88916],[    0.98969    -0.25798   -0.020978],,[    0.92841    0.069631  -0.0084106]
10ML_centrifuge_tube,0.3215998113155365,"[583.0, 266.0, 599.0, 283.0]",[    0.63738    -0.13333    0.081056],[    0.65754    -0.19313    0.024374],[     0.6299    -0.18975    0.030112],[     0.6496     -0.1194    0.074888],[     0.6232    -0.11428    0.083094]
