Class,Confidence,Bounding Box,Center Simulation XYZ,Corner 1 Simulation XYZ,Corner 2 Simulation XYZ,Corner 3 Simulation XYZ,Corner 4 Simulation XYZ
10ML_sorting_tube_rack,0.27457430958747864,"[301.0, 246.0, 403.0, 360.0]",[     1.0152   -0.071134    0.066669],[     1.5725     -0.8907    -0.82102],[    0.98533    -0.25774   -0.017661],[     1.0664    0.044421      0.0766],[    0.94582   -0.024674   -0.025884]
5ML_sorting_tube_rack,0.25423023104667664,"[332.0, 0.0, 554.0, 174.0]",[    0.94155    -0.55687     0.08249],,[    0.97773     -2.3092     -1.0191],[     1.5285     -1.1452    -0.78883],[    0.73497    -0.45706   -0.033635]
5ML_sorting_tube_rack,0.8579870462417603,"[572.0, 267.0, 646.0, 389.0]",[    0.60286   -0.033756    0.074936],,[    0.55128    -0.22385   -0.012251],,[    0.54251    0.026623  -0.0061322]
centrifuge_close,0.8317044973373413,"[837.0, 26.0, 1008.0, 186.0]",[   0.094081    -0.43501     0.18011],[   -0.11098     -2.1699    -0.99487],,[    0.20015    -0.43618   -0.020414],[   0.057659    -0.11423     0.33174]
10ML_centrifuge_tube,0.8199405074119568,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38712     0.33317    0.073625],[    0.35952     0.32323    0.048768],[    0.38761     0.35618    0.072226],[    0.36194       0.351    0.059752]
refrigerator_close,0.7658956050872803,"[646.0, 0.0, 793.0, 168.0]",[    0.43527    -0.48616     0.16995],,[    0.42713     0.12848     0.78935],[    0.55942    -0.45442  -0.0072281],[    0.28334    -0.46406  -0.0052995]
10ML_centrifuge_tube,0.6942301988601685,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28372     0.27584     0.20107],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26296     0.29764     0.20011]
blood_tube,0.4975271224975586,"[832.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30439     0.33284     0.19524],[     0.2846     0.33402     0.20011],[    0.30659     0.35808     0.19719],[    0.28707     0.35919     0.20211]
5ML_sorting_tube_rack,0.4880979657173157,"[249.0, 406.0, 385.0, 563.0]",[    0.99699     0.24539    0.073835],[     1.5921    -0.36889    -0.84131],[     0.9578    0.065153   -0.021686],,[    0.91204     0.31998   -0.030628]
10ML_sorting_tube_rack,0.4061655104160309,"[302.0, 247.0, 402.0, 410.0]",[    0.99838   -0.012081    0.083769],[     1.5944    -0.92762    -0.87192],[    0.98562    -0.25303   -0.014701],[     1.0491     0.12471    0.066279],[     0.9288    0.072467   -0.019611]
blood_tube,0.3832519054412842,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[     0.4105     0.27498    0.076132],[    0.38957     0.27309    0.073461],[    0.41111     0.30036    0.077971],[    0.39129     0.30151    0.082854]
10ML_centrifuge_tube,0.32767942547798157,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[    0.65737    -0.19189     0.02596],[    0.62963    -0.18729    0.033283],[    0.64966    -0.12076    0.075741],[    0.62352    -0.11804    0.080733]
5ML_sorting_tube_rack,0.29173481464385986,"[332.0, 0.0, 553.0, 173.0]",[    0.94965    -0.57785    0.066237],,[    0.95763     -2.1477    -0.89977],[     1.5537     -1.1956    -0.83833],[    0.73376    -0.44036   -0.013427]
5ML_centrifuge_tube,0.25797221064567566,"[614.0, 285.0, 629.0, 299.0]",[    0.58699   -0.095009    0.087026],[    0.59935    -0.11481    0.078353],[     0.5756    -0.12045    0.072093],[    0.59779   -0.086409    0.079455],[    0.57444   -0.094289    0.069881]
blood_tube,0.2507335841655731,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38122    -0.10104    0.071231],[    0.36069   -0.092334    0.084357],[    0.38051   -0.076866    0.058478],[    0.36049   -0.066108    0.075044]
5ML_sorting_tube_rack,0.9046207666397095,"[572.0, 267.0, 646.0, 390.0]",[    0.60242   -0.029278    0.081566],,[    0.55144    -0.23003    -0.02018],[     0.6652   0.0075734   -0.050192],[    0.54238    0.030998  -0.0017918]
centrifuge_close,0.8218146562576294,"[838.0, 25.0, 1008.0, 185.0]",[   0.088506    -0.44741     0.17126],[  -0.099984     -2.1061    -0.94145],,[    0.19834    -0.43784   -0.019406],[   0.059972    -0.11113     0.33692]
10ML_centrifuge_tube,0.8131383061408997,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38712     0.33317    0.073625],[    0.35952     0.32323    0.048768],[    0.38795     0.35718    0.075144],[    0.36154        0.35    0.056834]
refrigerator_close,0.7827757000923157,"[646.0, 0.0, 793.0, 168.0]",[    0.43766    -0.45292     0.19875],[    0.54463     0.11263     0.77387],[    0.42727     0.12935     0.78998],[    0.55952    -0.45797   -0.010904],[    0.28136    -0.47408   -0.015577]
10ML_centrifuge_tube,0.7221633791923523,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28351     0.27541     0.20015],[    0.26205     0.27674      0.2049],[    0.28428     0.29638     0.19532],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5870599746704102,"[249.0, 406.0, 385.0, 562.0]",[    0.99736     0.24498    0.072913],[     1.5944    -0.37126     -0.8457],[     0.9578    0.065153   -0.021686],,[    0.91004     0.32108    -0.02309]
blood_tube,0.5174018144607544,"[831.0, 528.0, 849.0, 547.0]",[    0.29998     0.35233     0.21601],[    0.30523     0.33211     0.19335],[    0.28438     0.33364     0.19916],[    0.30681      0.3563     0.19241],[    0.28686     0.35882     0.20115]
blood_tube,0.41034916043281555,"[736.0, 518.0, 750.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41078     0.27614    0.078947],[    0.39127      0.2743    0.076266],[    0.41129      0.3011    0.079867],[    0.39275     0.30193    0.083792]
10ML_centrifuge_tube,0.3141588270664215,"[583.0, 266.0, 599.0, 282.0]",[    0.63707     -0.1309    0.084246],[     0.6548     -0.1734    0.049743],[    0.62949    -0.18605    0.034868],[    0.64949    -0.11956    0.077345],[    0.62339    -0.11684    0.082336]
5ML_sorting_tube_rack,0.2955614924430847,"[332.0, 0.0, 553.0, 174.0]",[     0.9439    -0.55836    0.081098],,[    0.98652     -2.3419     -1.0433],[     1.5153     -1.1203    -0.76215],[    0.73297    -0.43456  -0.0099864]
dispensing_tube_rack,0.27383023500442505,"[702.0, 499.0, 825.0, 618.0]",[    0.37513     0.33047    0.075133],[     0.4514     0.20396   -0.026296],[    0.30852     0.29068     0.18627],[    0.45131     0.38636   -0.019971],[    0.28152     0.38392  -0.0068179]
blood_tube,0.26005733013153076,"[750.0, 299.0, 764.0, 316.0]",[    0.37175   -0.078895    0.080842],[    0.38201   -0.096299    0.077717],[    0.36023   -0.094705    0.081114],[    0.37992   -0.080324    0.053555],[    0.36049   -0.066108    0.075044]
10ML_centrifuge_tube,0.8386787176132202,"[754.0, 560.0, 772.0, 577.0]",[    0.37481     0.34219    0.068984],[     0.3869     0.33247      0.0717],[    0.35952     0.32323    0.048768],[    0.38784     0.35685    0.074171],[    0.36194       0.351    0.059752]
5ML_sorting_tube_rack,0.8206379413604736,"[572.0, 267.0, 646.0, 389.0]",[    0.60253   -0.030397    0.079908],,[    0.55133     -0.2257    -0.01463],[    0.66506   0.0071769   -0.047588],[    0.54248    0.027632  -0.0044042]
centrifuge_close,0.8065820932388306,"[837.0, 26.0, 1008.0, 187.0]",[   0.088747     -0.4498     0.16686],[  -0.063391     -1.9507     -0.8269],,[    0.20066    -0.43249   -0.019173],[   0.057613    -0.11308     0.33102]
refrigerator_close,0.7689816951751709,"[646.0, 0.0, 792.0, 168.0]",[    0.43584    -0.47824     0.17681],,[    0.42833     0.13112     0.79125],[    0.55952    -0.45797   -0.010904],[    0.28452    -0.46757  -0.0089832]
10ML_centrifuge_tube,0.70489901304245,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28351     0.27541     0.20015],[    0.26228     0.27717     0.20581],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.6386568546295166,"[248.0, 406.0, 384.0, 559.0]",[    0.99774     0.24387    0.077152],[     1.5678     -0.3404    -0.78872],[    0.95939    0.065209   -0.021697],,[    0.91163     0.31745     -0.0208]
blood_tube,0.4490554928779602,"[831.0, 528.0, 849.0, 547.0]",[    0.29936     0.35121     0.21317],[    0.30483     0.33135     0.19146],[    0.28373     0.33249     0.19633],[     0.3078     0.35812     0.19718],[    0.28881     0.36211     0.20974]
blood_tube,0.35797619819641113,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41092     0.27807    0.080098],[    0.39007      0.2762    0.077425],[    0.41138     0.30147    0.080816],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.31729134917259216,"[583.0, 266.0, 599.0, 282.0]",[    0.63791     -0.1376    0.075475],[     0.6566    -0.18634    0.033095],[    0.63024    -0.19284    0.026149],[    0.64966    -0.12076    0.075741],[    0.62352    -0.11804    0.080733]
dispensing_tube_rack,0.2671961784362793,"[702.0, 499.0, 825.0, 618.0]",[    0.37477     0.32942    0.072248],[    0.45135     0.20356   -0.027224],[    0.30833     0.29027     0.18534],[    0.45177      0.3887   -0.011996],[    0.28095     0.38303  -0.0098056]
5ML_sorting_tube_rack,0.8276444673538208,"[572.0, 267.0, 646.0, 387.0]",[    0.60291   -0.035077    0.075762],,[    0.55133     -0.2257    -0.01463],[    0.66517   0.0043813    -0.04584],[    0.54264    0.022903  -0.0061642]
centrifuge_close,0.8100522756576538,"[837.0, 26.0, 1008.0, 186.0]",[   0.090151    -0.44591     0.17035],[  -0.084233     -2.0467    -0.90047],,[    0.19958    -0.43828   -0.022646],[    0.05728    -0.11494       0.331]
10ML_centrifuge_tube,0.794601559638977,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[    0.38712     0.33317    0.073625],[    0.35978     0.32393    0.050693],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
10ML_centrifuge_tube,0.754584014415741,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
refrigerator_close,0.7533571720123291,"[646.0, 0.0, 793.0, 168.0]",[    0.43646    -0.46954     0.18435],,[    0.42713     0.12848     0.78935],[    0.55948    -0.45655  -0.0094338],[    0.27925    -0.48482   -0.026588]
5ML_sorting_tube_rack,0.6072663068771362,"[249.0, 406.0, 385.0, 558.0]",[    0.99634     0.24382    0.077162],[     1.5823    -0.35848    -0.82202],[    0.95661    0.067067   -0.018183],,[     0.9117     0.31449   -0.024844]
blood_tube,0.42423051595687866,"[831.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30542      0.3325     0.19429],[    0.28481      0.3344     0.20105],[    0.30701     0.35667     0.19337],[    0.28816     0.36101     0.20688]
blood_tube,0.3720260560512543,"[736.0, 519.0, 751.0, 536.0]",[    0.40286     0.29423    0.092287],[    0.41092     0.27807    0.080098],[    0.39017     0.27658    0.078363],[    0.41125     0.30225    0.079149],[    0.39124     0.30266    0.082137]
5ML_sorting_tube_rack,0.29463300108909607,"[332.0, 0.0, 554.0, 174.0]",[     0.9381    -0.54598    0.092144],,[    0.92859      -1.976    -0.77277],[     1.5449     -1.1764    -0.82218],[     0.7311    -0.43463  -0.0099733]
10ML_centrifuge_tube,0.2932797372341156,"[583.0, 266.0, 599.0, 282.0]",[    0.63791     -0.1376    0.075475],[    0.65737    -0.19189     0.02596],[     0.6299    -0.18975    0.030112],[    0.64983    -0.12196    0.074137],[    0.62352    -0.11804    0.080733]
dispensing_tube_rack,0.2592584788799286,"[702.0, 500.0, 811.0, 618.0]",[    0.38448     0.33194    0.074355],[    0.45157     0.20685   -0.023385],[    0.31348     0.26263     0.11778],[    0.45166     0.38812    -0.01399],[    0.30324     0.38847   0.0059946]
5ML_sorting_tube_rack,0.8941993117332458,"[572.0, 267.0, 645.0, 390.0]",[    0.60431   -0.032582    0.076583],,[    0.55308    -0.22564   -0.014642],[    0.66361    0.016084   -0.035486],[      0.544    0.030046  -0.0035319]
centrifuge_close,0.8365650773048401,"[839.0, 25.0, 1008.0, 185.0]",[   0.087943    -0.44897     0.16987],[   -0.11843     -2.1734    -0.99281],,[    0.19762    -0.43369   -0.014932],[   0.058838    -0.11326     0.33469]
10ML_centrifuge_tube,0.8240873217582703,"[754.0, 560.0, 772.0, 577.0]",[    0.37506     0.34288    0.070918],[    0.38712     0.33317    0.073625],[    0.35912     0.32218    0.045881],[    0.38761     0.35618    0.072226],[    0.36194       0.351    0.059752]
refrigerator_close,0.7498140931129456,"[647.0, 3.0, 793.0, 168.0]",[     0.4336    -0.48317     0.17042],,[    0.42692     0.12963     0.78744],[    0.55781    -0.46443   -0.017508],[    0.28136    -0.47408   -0.015577]
10ML_centrifuge_tube,0.6728512644767761,"[846.0, 484.0, 864.0, 501.0]",[    0.27497     0.28937     0.20781],[    0.28372     0.27584     0.20107],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.6697208285331726,"[249.0, 406.0, 385.0, 560.0]",[    0.99704      0.2442    0.074578],[     1.5823    -0.35848    -0.82202],[    0.95661    0.067067   -0.018183],,[     0.9116     0.31695   -0.026384]
blood_tube,0.5230653882026672,"[832.0, 529.0, 849.0, 547.0]",[    0.30077     0.35484     0.21918],[    0.30396     0.33311     0.19271],[    0.28434     0.33468     0.19851],[    0.30619     0.35735     0.19528],[    0.28794     0.36065     0.20593]
blood_tube,0.3526361882686615,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41069     0.27575    0.078008],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[    0.39129     0.30151    0.082854]
10ML_sorting_tube_rack,0.3452036678791046,"[302.0, 248.0, 402.0, 410.0]",[    0.99698  -0.0085772    0.086277],[     1.5279    -0.82052    -0.74171],[    0.98842    -0.25779   -0.023479],[     1.0475     0.12659    0.069795],[    0.92992    0.070566   -0.023123]
10ML_centrifuge_tube,0.310241162776947,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[    0.65754    -0.19313    0.024374],[    0.63024    -0.19284    0.026149],[    0.64966    -0.12076    0.075741],[    0.62366    -0.11925    0.079129]
5ML_sorting_tube_rack,0.30150189995765686,"[332.0, 0.0, 554.0, 173.0]",[    0.93669    -0.54287    0.097256],,[    0.95673     -2.1668    -0.91379],[     1.5424     -1.1741    -0.81537],[    0.73189    -0.44042   -0.013414]
dispensing_tube_rack,0.2537393569946289,"[702.0, 499.0, 858.0, 618.0]",[    0.34101      0.3015   -0.001612],[    0.45151     0.20477   -0.024441],[    0.27051     0.29579     0.20138],[    0.45137     0.38665   -0.018974],[    0.23876     0.38622   0.0064449]
5ML_sorting_tube_rack,0.8537100553512573,"[572.0, 267.0, 646.0, 388.0]",[     0.6028   -0.033955    0.077418],,[    0.55141    -0.22879   -0.018594],[    0.66512   0.0057791   -0.046714],[    0.54256    0.025269  -0.0052855]
centrifuge_close,0.8527339100837708,"[838.0, 25.0, 1008.0, 185.0]",[   0.086534    -0.45287     0.16639],[  -0.093862      -2.078    -0.91999],,[    0.19892    -0.43573   -0.017176],[    0.05846    -0.11397     0.33395]
10ML_centrifuge_tube,0.8281466364860535,"[754.0, 560.0, 772.0, 577.0]",[    0.37592     0.34527    0.077689],[     0.3869     0.33247      0.0717],[    0.35939     0.32288    0.047806],[    0.38761     0.35618    0.072226],[    0.36221     0.35167    0.061697]
refrigerator_close,0.7649422287940979,"[646.0, 1.0, 793.0, 168.0]",[    0.43823    -0.44501     0.20561],,[    0.42738     0.13089      0.7902],[    0.55958     -0.4601    -0.01311],[    0.28179    -0.47193   -0.013375]
10ML_centrifuge_tube,0.7423840165138245,"[846.0, 484.0, 864.0, 501.0]",[    0.27298     0.28562     0.19951],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26227     0.29641     0.19733]
5ML_sorting_tube_rack,0.5889962911605835,"[249.0, 406.0, 385.0, 562.0]",[    0.99699     0.24539    0.073835],[     1.5559    -0.33055    -0.77029],[    0.95839    0.064196   -0.023438],,[    0.90916     0.32208    -0.02019]
blood_tube,0.44975700974464417,"[832.0, 528.0, 849.0, 547.0]",[    0.30081     0.35383     0.21981],[    0.30341     0.33093     0.19053],[    0.28373     0.33249     0.19633],[    0.30599     0.35699     0.19433],[    0.28794     0.36065     0.20593]
10ML_sorting_tube_rack,0.3488292396068573,"[302.0, 248.0, 402.0, 410.0]",[    0.99698  -0.0085772    0.086277],[     1.5228    -0.81242    -0.73151],[    0.98927    -0.25967    -0.02583],[      1.051     0.12235    0.061886],[    0.92712     0.07532   -0.014342]
blood_tube,0.3393169045448303,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[     0.4105     0.27498    0.076132],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[    0.39129     0.30151    0.082854]
5ML_sorting_tube_rack,0.3059009909629822,"[332.0, 0.0, 554.0, 174.0]",[    0.94278    -0.56076    0.079042],,[    0.94285     -2.0727    -0.84423],[     1.5679       -1.22    -0.86887],[    0.73243    -0.44234   -0.018107]
10ML_centrifuge_tube,0.3043959438800812,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[    0.65583    -0.18079     0.04023],[    0.62963    -0.18729    0.033283],[    0.65008    -0.12377    0.071731],[    0.62339    -0.11684    0.082336]
dispensing_tube_rack,0.2833014130592346,"[702.0, 499.0, 838.0, 618.0]",[    0.36313     0.32311    0.055971],[    0.45162     0.20558   -0.022586],[    0.29517     0.29625     0.20028],[    0.45137     0.38665   -0.018974],[    0.26268      0.3821   -0.010675]
centrifuge_close,0.8405238389968872,"[839.0, 26.0, 1008.0, 185.0]",[   0.089351    -0.44507     0.17335],,,[    0.19262    -0.45194   -0.034266],[   0.057704    -0.11538     0.33246]
10ML_centrifuge_tube,0.8293185830116272,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[    0.38724     0.33352    0.074588],[    0.35992     0.32428    0.051656],[    0.38784     0.35685    0.074171],[    0.36194       0.351    0.059752]
5ML_sorting_tube_rack,0.8238263130187988,"[572.0, 267.0, 646.0, 386.0]",[    0.60253   -0.031904    0.083208],,[    0.55136    -0.22694   -0.016215],[    0.66607  -0.0015555   -0.052731],[    0.54267    0.022561  -0.0035921]
refrigerator_close,0.7370995879173279,"[646.0, 0.0, 793.0, 168.0]",[    0.43606    -0.47508     0.17955],,[    0.42727     0.12935     0.78998],[    0.55942    -0.45442  -0.0072281],[    0.27925    -0.48482   -0.026588]
10ML_centrifuge_tube,0.7092024683952332,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5427305102348328,"[249.0, 407.0, 385.0, 564.0]",[    0.99694     0.24658    0.073092],[     1.5795    -0.35344    -0.81813],[    0.95596    0.069371   -0.017273],,[    0.90994     0.32353   -0.024624]
blood_tube,0.43505093455314636,"[831.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30542      0.3325     0.19429],[     0.2846     0.33402     0.20011],[    0.30681      0.3563     0.19241],[    0.28686     0.35882     0.20115]
blood_tube,0.35210952162742615,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[    0.41078     0.27614    0.078947],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.33628103137016296,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[     0.6572    -0.19066    0.027545],[    0.63038    -0.19407    0.024564],[    0.64983    -0.12196    0.074137],[    0.62352    -0.11804    0.080733]
10ML_sorting_tube_rack,0.27726903557777405,"[301.0, 245.0, 403.0, 360.0]",[     1.0153   -0.072484    0.067513],[     1.5837    -0.91067    -0.84139],[    0.98766    -0.26428   -0.022973],[     1.0679    0.042349    0.073201],[    0.94526    -0.02363   -0.024186]
5ML_sorting_tube_rack,0.8618224859237671,"[572.0, 267.0, 646.0, 389.0]",[    0.60275   -0.032637    0.076594],,[    0.55128    -0.22385   -0.012251],[    0.66488     0.00818   -0.045859],[    0.54244    0.029649 -0.00094863]
centrifuge_close,0.8281910419464111,"[838.0, 25.0, 1008.0, 185.0]",[   0.088506    -0.44741     0.17126],,,[    0.19719    -0.44205   -0.023868],[   0.054301    -0.12176     0.32578]
10ML_centrifuge_tube,0.8190564513206482,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38712     0.33317    0.073625],[    0.35978     0.32393    0.050693],[    0.38784     0.35685    0.074171],[    0.36154        0.35    0.056834]
refrigerator_close,0.7573344111442566,"[643.0, 2.0, 794.0, 168.0]",[    0.43856    -0.46171     0.18892],,[    0.42601     0.12806     0.78723],[    0.56512    -0.45635  -0.0094732],[    0.27819    -0.48059    -0.02217]
10ML_centrifuge_tube,0.709522545337677,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5283989310264587,"[249.0, 406.0, 385.0, 559.0]",[    0.99708     0.24301    0.075321],[     1.5845    -0.36084     -0.8264],[     0.9572     0.06611   -0.019934],,[    0.91106     0.31639   -0.023684]
blood_tube,0.514532744884491,"[832.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30459     0.33322     0.19619],[     0.2846     0.33402     0.20011],[    0.30599     0.35699     0.19433],[    0.28794     0.36065     0.20593]
10ML_centrifuge_tube,0.37206172943115234,"[583.0, 266.0, 599.0, 282.0]",[    0.63776    -0.13638    0.077069],[    0.65677    -0.18758    0.031509],[    0.63119    -0.20148    0.015052],[    0.64949    -0.11956    0.077345],[    0.62366    -0.11925    0.079129]
blood_tube,0.3695092499256134,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[     0.4105     0.27498    0.076132],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[     0.3914     0.30188    0.083802]
10ML_sorting_tube_rack,0.30005931854248047,"[302.0, 246.0, 402.0, 360.0]",[     1.0159    -0.07228    0.065037],[     1.5945    -0.93014    -0.87034],[    0.98854    -0.26081   -0.021586],[     1.0664    0.042296    0.073212],[    0.94494   -0.019918   -0.018256]
dispensing_tube_rack,0.2771109938621521,"[702.0, 499.0, 838.0, 618.0]",[    0.36352     0.32416    0.058855],[    0.45183     0.20719   -0.018876],[    0.29517     0.29625     0.20028],[    0.45177      0.3887   -0.011996],[    0.26496     0.38538   0.0002785]
5ML_centrifuge_tube,0.2756010890007019,"[614.0, 285.0, 629.0, 299.0]",[    0.58716   -0.097384    0.083795],[    0.59935    -0.11481    0.078353],[    0.57577    -0.12346    0.068076],[    0.59789   -0.087583    0.077831],[    0.57458   -0.096639    0.066635]
5ML_sorting_tube_rack,0.8258056640625,"[572.0, 267.0, 645.0, 388.0]",[    0.60425    -0.03278    0.079063],,[    0.55311    -0.22688   -0.016228],[    0.66409    0.011306   -0.037211],[    0.54413    0.026335  -0.0035699]
10ML_centrifuge_tube,0.8232635259628296,"[754.0, 560.0, 772.0, 577.0]",[    0.37481     0.34219    0.068984],[     0.3869     0.33247      0.0717],[    0.35992     0.32428    0.051656],[    0.38761     0.35618    0.072226],[    0.36154        0.35    0.056834]
centrifuge_close,0.8048746585845947,"[837.0, 26.0, 1008.0, 186.0]",[   0.090151    -0.44591     0.17035],[  -0.054353     -1.9091      -0.795],,[    0.20244    -0.42777   -0.011483],[   0.059927    -0.10999      0.3362]
refrigerator_close,0.7700868248939514,"[646.0, 0.0, 793.0, 168.0]",[    0.43567    -0.48062     0.17475],,[    0.42754     0.13109     0.79125],[    0.55936    -0.45229  -0.0050225],[    0.28094    -0.47623   -0.017779]
10ML_centrifuge_tube,0.6866475343704224,"[845.0, 484.0, 864.0, 501.0]",[    0.27467      0.2865     0.20135],[    0.28498     0.27588     0.20106],[    0.26205     0.27674      0.2049],[    0.28616     0.29764     0.19809],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.5556525588035583,"[249.0, 406.0, 385.0, 560.0]",[    0.99593     0.24541    0.077341],[     1.5845    -0.36084     -0.8264],[     0.9572     0.06611   -0.019934],,[     0.9116     0.31695   -0.026384]
blood_tube,0.42680564522743225,"[831.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30464     0.33097     0.19052],[    0.28438     0.33364     0.19916],[    0.30701     0.35667     0.19337],[    0.28707     0.35919     0.20211]
blood_tube,0.3837660253047943,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[     0.4105     0.27498    0.076132],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[     0.3914     0.30188    0.083802]
10ML_sorting_tube_rack,0.3809865415096283,"[302.0, 248.0, 402.0, 410.0]",[    0.99698  -0.0085772    0.086277],[     1.5666    -0.88152    -0.81858],[    0.98699    -0.25466    -0.01956],[      1.051     0.12235    0.061886],[    0.92712     0.07532   -0.014342]
10ML_centrifuge_tube,0.2943324148654938,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[     0.6566    -0.18634    0.033095],[     0.6299    -0.18975    0.030112],[    0.64966    -0.12076    0.075741],[    0.62325    -0.11563     0.08394]
blood_tube,0.2627413272857666,"[750.0, 299.0, 764.0, 316.0]",[    0.37175   -0.078895    0.080842],[    0.38181   -0.097484    0.076095],[    0.36046   -0.093519    0.082736],[    0.38071   -0.075713     0.06012],[    0.36026   -0.067262    0.073403]
dispensing_tube_rack,0.2564464509487152,"[702.0, 500.0, 839.0, 618.0]",[    0.36348     0.32532    0.058133],[    0.45167     0.20766   -0.021529],[    0.29388     0.29726     0.19963],[    0.45154     0.38753   -0.015984],[    0.26191     0.38295  -0.0076781]
5ML_sorting_tube_rack,0.8847121596336365,"[572.0, 267.0, 645.0, 389.0]",[     0.6042   -0.031463     0.07824],,[    0.55311    -0.22688   -0.016228],[    0.66506   0.0071769   -0.047588],[    0.54411    0.026679  -0.0061433]
centrifuge_close,0.835381269454956,"[839.0, 25.0, 1008.0, 186.0]",[   0.087097    -0.45131     0.16778],[  -0.091368       -2.05     -0.8985],,[    0.19429    -0.44402   -0.028574],[   0.059927    -0.10999      0.3362]
10ML_centrifuge_tube,0.8205137252807617,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38761     0.35618    0.072226],[    0.36154        0.35    0.056834]
refrigerator_close,0.7638942003250122,"[646.0, 3.0, 793.0, 168.0]",[    0.43658    -0.46572     0.18551],,[    0.42665     0.12789     0.78617],[    0.55952    -0.45797   -0.010904],[    0.28179    -0.47193   -0.013375]
5ML_sorting_tube_rack,0.7268425822257996,"[249.0, 406.0, 385.0, 560.0]",[    0.99741      0.2438    0.073656],[     1.6047    -0.38214    -0.86586],[     0.9578    0.065153   -0.021686],,[    0.91101     0.31762   -0.024453]
