Class,Confidence,Center 3D Coordinates
5ML_sorting_tube_rack,0.4217495024204254,"[-451.0, -459.0, 1736.0]"
10ML_centrifuge_tube,0.4096492528915405,"[95.0, 254.0, 966.0]"
5ML_centrifuge_tube,0.2968727946281433,"[223.0, 283.0, 929.0]"
10ML_sorting_tube_rack,0.2605842053890228,"[-226.0, -85.0, 1289.0]"
refrigerator_close,0.9550647735595703,"[23.0, -425.0, 1514.0]"
centrifuge_close,0.9139441251754761,"[318.0, -218.0, 1265.0]"
blood_tube,0.8114906549453735,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7988428473472595,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.6955664753913879,"[-498.0, -191.0, 1402.0]"
10ML_centrifuge_tube,0.6087632775306702,"[-45.0, 57.0, 1054.0]"
blood_tube,0.5744211077690125,"[93.0, 120.0, 1146.0]"
dispensing_tube_rack,0.5016980171203613,"[-71.0, 111.0, 1034.0]"
centrifuge_close,0.4969528615474701,"[-334.0, -57.0, 570.0]"
10ML_centrifuge_tube,0.48490503430366516,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.41352665424346924,"[-583.0, -98.0, 1334.0]"
tube_rack_storage_cabinet,0.40025636553764343,"[-376.0, 51.0, 644.0]"
10ML_sorting_tube_rack,0.2908862233161926,"[-223.0, -84.0, 1273.0]"
refrigerator_close,0.9561325907707214,"[24.0, -447.0, 1592.0]"
centrifuge_close,0.9145229458808899,"[320.0, -219.0, 1270.0]"
blood_tube,0.836456298828125,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7427039742469788,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.7200396656990051,"[-500.0, -191.0, 1408.0]"
10ML_centrifuge_tube,0.6147188544273376,"[-45.0, 57.0, 1056.0]"
blood_tube,0.5391756296157837,"[90.0, 118.0, 1130.0]"
dispensing_tube_rack,0.4712502956390381,"[-70.0, 110.0, 1036.0]"
10ML_sorting_tube_rack,0.40379276871681213,"[-225.0, -83.0, 1285.0]"
10ML_centrifuge_tube,0.37056809663772583,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.3252611756324768,"[-582.0, -99.0, 1332.0]"
tube_rack_storage_cabinet,0.26098868250846863,"[-376.0, 51.0, 642.0]"
refrigerator_close,0.956261932849884,"[22.0, -415.0, 1477.0]"
centrifuge_close,0.9166090488433838,"[321.0, -219.0, 1271.0]"
blood_tube,0.8341034650802612,"[232.0, 195.0, 1036.0]"
dispensing_tube_rack,0.7685855031013489,"[-154.0, 94.0, 1152.0]"
10ML_centrifuge_tube,0.680916965007782,"[-498.0, -191.0, 1402.0]"
blood_tube,0.6508687138557434,"[91.0, 120.0, 1130.0]"
10ML_centrifuge_tube,0.5914550423622131,"[-43.0, 57.0, 1049.0]"
dispensing_tube_rack,0.472461462020874,"[-71.0, 111.0, 1038.0]"
10ML_centrifuge_tube,0.45361992716789246,"[95.0, 254.0, 965.0]"
tube_rack_storage_cabinet,0.3453463017940521,"[-376.0, 51.0, 642.0]"
10ML_sorting_tube_rack,0.26079997420310974,"[-225.0, -83.0, 1285.0]"
refrigerator_close,0.9558055400848389,"[23.0, -435.0, 1549.0]"
centrifuge_close,0.9143497943878174,"[322.0, -220.0, 1277.0]"
blood_tube,0.8481925129890442,"[232.0, 196.0, 1039.0]"
10ML_centrifuge_tube,0.7023661732673645,"[-499.0, -191.0, 1404.0]"
dispensing_tube_rack,0.6684980988502502,"[-151.0, 93.0, 1144.0]"
10ML_centrifuge_tube,0.6024492383003235,"[-43.0, 57.0, 1048.0]"
blood_tube,0.5738883018493652,"[92.0, 119.0, 1137.0]"
dispensing_tube_rack,0.5018987655639648,"[-69.0, 110.0, 1035.0]"
10ML_centrifuge_tube,0.4358634948730469,"[95.0, 254.0, 965.0]"
10ML_centrifuge_tube,0.38513320684432983,"[-583.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.3185696005821228,"[-221.0, -82.0, 1268.0]"
tube_rack_storage_cabinet,0.30096063017845154,"[-372.0, 51.0, 636.0]"
5ML_sorting_tube_rack,0.3001619577407837,"[-455.0, -468.0, 1760.0]"
5ML_centrifuge_tube,0.28113800287246704,"[222.0, 284.0, 925.0]"
blood_tube,0.2609540820121765,"[-177.0, -5.0, 960.0]"
refrigerator_close,0.9539948105812073,"[23.0, -442.0, 1573.0]"
centrifuge_close,0.91203373670578,"[321.0, -219.0, 1274.0]"
blood_tube,0.8004134893417358,"[234.0, 197.0, 1044.0]"
dispensing_tube_rack,0.7773934602737427,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.7296339869499207,"[-503.0, -192.0, 1414.0]"
blood_tube,0.5872142314910889,"[90.0, 120.0, 1134.0]"
10ML_centrifuge_tube,0.5841366052627563,"[-45.0, 57.0, 1059.0]"
dispensing_tube_rack,0.5610060095787048,"[-71.0, 110.0, 1035.0]"
10ML_centrifuge_tube,0.4169772267341614,"[95.0, 254.0, 967.0]"
tube_rack_storage_cabinet,0.4118465781211853,"[-374.0, 51.0, 639.0]"
10ML_centrifuge_tube,0.3961375057697296,"[-582.0, -99.0, 1332.0]"
5ML_sorting_tube_rack,0.35882049798965454,"[-457.0, -465.0, 1757.0]"
5ML_centrifuge_tube,0.32582715153694153,"[222.0, 283.0, 926.0]"
refrigerator_close,0.9523718953132629,"[24.0, -458.0, 1630.0]"
centrifuge_close,0.9122214913368225,"[321.0, -219.0, 1271.0]"
blood_tube,0.8533528447151184,"[236.0, 197.0, 1048.0]"
dispensing_tube_rack,0.7776839733123779,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.7224369645118713,"[-500.0, -191.0, 1408.0]"
10ML_centrifuge_tube,0.6254180073738098,"[-43.0, 57.0, 1050.0]"
tube_rack_storage_cabinet,0.5812650322914124,"[-376.0, 52.0, 641.0]"
blood_tube,0.5319234132766724,"[91.0, 119.0, 1138.0]"
dispensing_tube_rack,0.48793718218803406,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.41238686442375183,"[-584.0, -98.0, 1336.0]"
10ML_centrifuge_tube,0.39622583985328674,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.35159775614738464,"[-225.0, -85.0, 1290.0]"
5ML_sorting_tube_rack,0.31945446133613586,"[-455.0, -463.0, 1751.0]"
blood_tube,0.2560079097747803,"[-177.0, -4.0, 960.0]"
refrigerator_close,0.9560649991035461,"[23.0, -434.0, 1544.0]"
centrifuge_close,0.9171804785728455,"[322.0, -220.0, 1276.0]"
blood_tube,0.8225641846656799,"[234.0, 197.0, 1044.0]"
dispensing_tube_rack,0.737530529499054,"[-154.0, 94.0, 1152.0]"
10ML_centrifuge_tube,0.7198090553283691,"[-495.0, -190.0, 1394.0]"
blood_tube,0.6247826218605042,"[92.0, 119.0, 1132.0]"
10ML_centrifuge_tube,0.587006151676178,"[-43.0, 57.0, 1051.0]"
dispensing_tube_rack,0.523777186870575,"[-72.0, 110.0, 1038.0]"
10ML_centrifuge_tube,0.47921302914619446,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.4236762225627899,"[-583.0, -98.0, 1334.0]"
10ML_sorting_tube_rack,0.3696590065956116,"[-224.0, -84.0, 1285.0]"
tube_rack_storage_cabinet,0.31782570481300354,"[-377.0, 51.0, 645.0]"
refrigerator_close,0.9571250081062317,"[24.0, -458.0, 1630.0]"
centrifuge_close,0.9181102514266968,"[320.0, -219.0, 1270.0]"
blood_tube,0.818565309047699,"[232.0, 195.0, 1038.0]"
dispensing_tube_rack,0.7700489163398743,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.6768447756767273,"[-497.0, -190.0, 1398.0]"
blood_tube,0.6646884679794312,"[92.0, 120.0, 1132.0]"
10ML_centrifuge_tube,0.5999061465263367,"[-43.0, 57.0, 1052.0]"
dispensing_tube_rack,0.5968232750892639,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.46345940232276917,"[-581.0, -98.0, 1334.0]"
10ML_centrifuge_tube,0.452302485704422,"[95.0, 255.0, 968.0]"
10ML_sorting_tube_rack,0.34337395429611206,"[-224.0, -83.0, 1284.0]"
refrigerator_close,0.9564738869667053,"[24.0, -443.0, 1578.0]"
centrifuge_close,0.9228807687759399,"[322.0, -220.0, 1277.0]"
blood_tube,0.8294898271560669,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7129111289978027,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.6946330666542053,"[-498.0, -191.0, 1402.0]"
blood_tube,0.6506868600845337,"[92.0, 121.0, 1142.0]"
10ML_centrifuge_tube,0.5970066785812378,"[-44.0, 57.0, 1052.0]"
dispensing_tube_rack,0.5428735017776489,"[-70.0, 110.0, 1039.0]"
10ML_centrifuge_tube,0.48226743936538696,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.3918006122112274,"[-226.0, -85.0, 1292.0]"
tube_rack_storage_cabinet,0.32499971985816956,"[-373.0, 50.0, 638.0]"
10ML_centrifuge_tube,0.3232419490814209,"[-584.0, -98.0, 1336.0]"
5ML_centrifuge_tube,0.2739308476448059,"[221.0, 283.0, 922.0]"
blood_tube,0.2735901176929474,"[-177.0, -4.0, 961.0]"
refrigerator_close,0.9546027779579163,"[23.0, -434.0, 1546.0]"
centrifuge_close,0.9145878553390503,"[320.0, -219.0, 1270.0]"
blood_tube,0.8541638255119324,"[232.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7591454982757568,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.674983024597168,"[-498.0, -190.0, 1400.0]"
10ML_centrifuge_tube,0.6168071627616882,"[-44.0, 57.0, 1052.0]"
blood_tube,0.565304160118103,"[92.0, 119.0, 1140.0]"
dispensing_tube_rack,0.5448791980743408,"[-71.0, 111.0, 1035.0]"
tube_rack_storage_cabinet,0.4209427535533905,"[-377.0, 51.0, 644.0]"
10ML_centrifuge_tube,0.3770322799682617,"[-581.0, -98.0, 1334.0]"
10ML_centrifuge_tube,0.36811190843582153,"[95.0, 254.0, 966.0]"
5ML_centrifuge_tube,0.30698922276496887,"[222.0, 284.0, 925.0]"
10ML_sorting_tube_rack,0.30058395862579346,"[-224.0, -84.0, 1281.0]"
refrigerator_close,0.9556570053100586,"[23.0, -439.0, 1561.0]"
centrifuge_close,0.9125605821609497,"[320.0, -219.0, 1270.0]"
blood_tube,0.8140665888786316,"[232.0, 195.0, 1038.0]"
dispensing_tube_rack,0.7934502959251404,"[-151.0, 92.0, 1138.0]"
10ML_centrifuge_tube,0.7164451479911804,"[-499.0, -191.0, 1404.0]"
blood_tube,0.6294776797294617,"[92.0, 119.0, 1138.0]"
10ML_centrifuge_tube,0.579600989818573,"[-43.0, 57.0, 1050.0]"
dispensing_tube_rack,0.448234498500824,"[-68.0, 111.0, 1034.0]"
10ML_centrifuge_tube,0.417969673871994,"[-581.0, -99.0, 1334.0]"
5ML_sorting_tube_rack,0.4176532030105591,"[-461.0, -471.0, 1781.0]"
5ML_centrifuge_tube,0.3628673553466797,"[222.0, 283.0, 925.0]"
10ML_centrifuge_tube,0.3611816465854645,"[96.0, 255.0, 964.0]"
tube_rack_storage_cabinet,0.33764714002609253,"[-373.0, 51.0, 638.0]"
5ML_sorting_tube_rack,0.2606090009212494,"[-324.0, 127.0, 519.0]"
10ML_sorting_tube_rack,0.2566363513469696,"[-222.0, -82.0, 1277.0]"
refrigerator_close,0.9528221487998962,"[23.0, -440.0, 1565.0]"
centrifuge_close,0.9085378646850586,"[320.0, -219.0, 1270.0]"
blood_tube,0.8364090919494629,"[234.0, 196.0, 1042.0]"
dispensing_tube_rack,0.793691873550415,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6993188261985779,"[-496.0, -190.0, 1396.0]"
blood_tube,0.6091538667678833,"[91.0, 119.0, 1139.0]"
10ML_centrifuge_tube,0.579105019569397,"[-45.0, 57.0, 1057.0]"
tube_rack_storage_cabinet,0.5104092955589294,"[-374.0, 51.0, 639.0]"
10ML_centrifuge_tube,0.49254998564720154,"[-584.0, -98.0, 1336.0]"
dispensing_tube_rack,0.42636847496032715,"[-70.0, 110.0, 1037.0]"
10ML_centrifuge_tube,0.40308696031570435,"[95.0, 254.0, 967.0]"
5ML_sorting_tube_rack,0.36109939217567444,"[-458.0, -466.0, 1763.0]"
refrigerator_close,0.9545701742172241,"[24.0, -455.0, 1620.0]"
centrifuge_close,0.9088850021362305,"[321.0, -219.0, 1273.0]"
blood_tube,0.8237407207489014,"[235.0, 197.0, 1044.0]"
dispensing_tube_rack,0.7558078169822693,"[-150.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.7101848721504211,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6359503269195557,"[91.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.6193751096725464,"[-43.0, 57.0, 1056.0]"
dispensing_tube_rack,0.5308740139007568,"[-71.0, 109.0, 1033.0]"
10ML_centrifuge_tube,0.43039003014564514,"[-583.0, -99.0, 1334.0]"
tube_rack_storage_cabinet,0.39945265650749207,"[-378.0, 51.0, 648.0]"
centrifuge_close,0.383597195148468,"[-335.0, -58.0, 572.0]"
10ML_centrifuge_tube,0.36646217107772827,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.34185776114463806,"[-223.0, -82.0, 1270.0]"
5ML_sorting_tube_rack,0.27482911944389343,"[-465.0, -473.0, 1788.0]"
refrigerator_close,0.9567718505859375,"[24.0, -457.0, 1628.0]"
centrifuge_close,0.9162637591362,"[319.0, -217.0, 1270.0]"
blood_tube,0.8238774538040161,"[230.0, 195.0, 1034.0]"
dispensing_tube_rack,0.7853453755378723,"[-151.0, 93.0, 1144.0]"
10ML_centrifuge_tube,0.6895188093185425,"[-499.0, -191.0, 1404.0]"
blood_tube,0.6431682705879211,"[90.0, 119.0, 1125.0]"
10ML_centrifuge_tube,0.5877101421356201,"[-43.0, 57.0, 1049.0]"
10ML_centrifuge_tube,0.4022010862827301,"[95.0, 254.0, 965.0]"
10ML_sorting_tube_rack,0.38694170117378235,"[-224.0, -84.0, 1285.0]"
dispensing_tube_rack,0.3811473548412323,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.3493579924106598,"[-582.0, -98.0, 1332.0]"
refrigerator_close,0.955501139163971,"[23.0, -429.0, 1526.0]"
centrifuge_close,0.9072696566581726,"[321.0, -219.0, 1274.0]"
blood_tube,0.8036899566650391,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7593648433685303,"[-152.0, 95.0, 1148.0]"
10ML_centrifuge_tube,0.7202166318893433,"[-499.0, -191.0, 1404.0]"
dispensing_tube_rack,0.6320553421974182,"[-70.0, 109.0, 1033.0]"
blood_tube,0.6095539331436157,"[92.0, 120.0, 1132.0]"
10ML_centrifuge_tube,0.5776631236076355,"[-43.0, 57.0, 1053.0]"
10ML_centrifuge_tube,0.4418564736843109,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.38916492462158203,"[-225.0, -83.0, 1292.0]"
10ML_centrifuge_tube,0.29594555497169495,"[-583.0, -99.0, 1334.0]"
tube_rack_storage_cabinet,0.27184808254241943,"[-379.0, 51.0, 648.0]"
refrigerator_close,0.9557900428771973,"[22.0, -422.0, 1503.0]"
centrifuge_close,0.909792423248291,"[320.0, -219.0, 1270.0]"
blood_tube,0.8290916681289673,"[232.0, 195.0, 1038.0]"
dispensing_tube_rack,0.7317137718200684,"[-154.0, 94.0, 1153.0]"
10ML_centrifuge_tube,0.6858878135681152,"[-501.0, -192.0, 1410.0]"
dispensing_tube_rack,0.65767502784729,"[-72.0, 111.0, 1035.0]"
10ML_centrifuge_tube,0.6252537369728088,"[-43.0, 58.0, 1050.0]"
blood_tube,0.5908140540122986,"[90.0, 119.0, 1134.0]"
10ML_sorting_tube_rack,0.4499259889125824,"[-223.0, -84.0, 1282.0]"
10ML_centrifuge_tube,0.41479259729385376,"[95.0, 254.0, 966.0]"
10ML_centrifuge_tube,0.31943103671073914,"[-582.0, -99.0, 1332.0]"
5ML_centrifuge_tube,0.25818365812301636,"[222.0, 284.0, 925.0]"
blood_tube,0.2519867718219757,"[-177.0, -4.0, 961.0]"
refrigerator_close,0.9532663822174072,"[22.0, -409.0, 1454.0]"
centrifuge_close,0.911041259765625,"[321.0, -219.0, 1273.0]"
blood_tube,0.8002694845199585,"[231.0, 195.0, 1038.0]"
dispensing_tube_rack,0.7515556216239929,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.7151285409927368,"[-496.0, -190.0, 1396.0]"
blood_tube,0.601815938949585,"[91.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.5711678266525269,"[-43.0, 58.0, 1052.0]"
dispensing_tube_rack,0.5139927268028259,"[-71.0, 110.0, 1033.0]"
tube_rack_storage_cabinet,0.441028356552124,"[-372.0, 51.0, 635.0]"
10ML_centrifuge_tube,0.4249628186225891,"[95.0, 255.0, 968.0]"
10ML_centrifuge_tube,0.3851756751537323,"[-583.0, -98.0, 1334.0]"
5ML_centrifuge_tube,0.37836241722106934,"[222.0, 282.0, 923.0]"
5ML_sorting_tube_rack,0.3559686839580536,"[-450.0, -462.0, 1745.0]"
5ML_sorting_tube_rack,0.3323037326335907,"[-324.0, 127.0, 519.0]"
10ML_sorting_tube_rack,0.3000391125679016,"[-222.0, -84.0, 1274.0]"
refrigerator_close,0.9527969360351562,"[24.0, -443.0, 1575.0]"
centrifuge_close,0.9130768775939941,"[319.0, -218.0, 1266.0]"
blood_tube,0.8092103004455566,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7072921395301819,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6724016666412354,"[-496.0, -190.0, 1396.0]"
blood_tube,0.6050645709037781,"[93.0, 120.0, 1146.0]"
10ML_centrifuge_tube,0.5805624723434448,"[-44.0, 57.0, 1051.0]"
dispensing_tube_rack,0.44985073804855347,"[-71.0, 110.0, 1036.0]"
10ML_centrifuge_tube,0.3844841420650482,"[-582.0, -98.0, 1336.0]"
10ML_centrifuge_tube,0.353235125541687,"[95.0, 255.0, 968.0]"
5ML_centrifuge_tube,0.32790911197662354,"[222.0, 284.0, 926.0]"
tube_rack_storage_cabinet,0.3172202706336975,"[-379.0, 52.0, 647.0]"
5ML_sorting_tube_rack,0.2956741154193878,"[-464.0, -474.0, 1784.0]"
refrigerator_close,0.9557154774665833,"[25.0, -467.0, 1662.0]"
centrifuge_close,0.915249228477478,"[321.0, -219.0, 1273.0]"
blood_tube,0.8017885088920593,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7132180333137512,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6751047372817993,"[-500.0, -191.0, 1406.0]"
blood_tube,0.6089189052581787,"[92.0, 119.0, 1133.0]"
10ML_centrifuge_tube,0.5968510508537292,"[-43.0, 57.0, 1049.0]"
dispensing_tube_rack,0.44145429134368896,"[-70.0, 111.0, 1034.0]"
10ML_centrifuge_tube,0.42122533917427063,"[95.0, 255.0, 969.0]"
10ML_centrifuge_tube,0.39853739738464355,"[-581.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.32551950216293335,"[-225.0, -83.0, 1285.0]"
tube_rack_storage_cabinet,0.31836166977882385,"[-374.0, 51.0, 641.0]"
refrigerator_close,0.9567849040031433,"[23.0, -429.0, 1528.0]"
centrifuge_close,0.9188002943992615,"[320.0, -219.0, 1270.0]"
blood_tube,0.8177969455718994,"[233.0, 195.0, 1042.0]"
dispensing_tube_rack,0.8124933838844299,"[-150.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.677376925945282,"[-502.0, -192.0, 1412.0]"
10ML_centrifuge_tube,0.6192529797554016,"[-43.0, 57.0, 1051.0]"
blood_tube,0.5482625365257263,"[92.0, 118.0, 1137.0]"
dispensing_tube_rack,0.5232628583908081,"[-69.0, 110.0, 1038.0]"
10ML_centrifuge_tube,0.42349013686180115,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.4175734519958496,"[-225.0, -84.0, 1284.0]"
10ML_centrifuge_tube,0.33050602674484253,"[-582.0, -98.0, 1332.0]"
5ML_centrifuge_tube,0.2509346604347229,"[222.0, 284.0, 925.0]"
refrigerator_close,0.9552919864654541,"[23.0, -437.0, 1554.0]"
centrifuge_close,0.9137555956840515,"[320.0, -218.0, 1268.0]"
blood_tube,0.860039472579956,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.7571448683738708,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.7368581295013428,"[-500.0, -191.0, 1406.0]"
blood_tube,0.5925168991088867,"[91.0, 119.0, 1138.0]"
10ML_centrifuge_tube,0.5887009501457214,"[-43.0, 57.0, 1053.0]"
10ML_centrifuge_tube,0.5409896969795227,"[-580.0, -98.0, 1332.0]"
dispensing_tube_rack,0.4744744598865509,"[-70.0, 111.0, 1036.0]"
10ML_centrifuge_tube,0.3766244649887085,"[95.0, 254.0, 965.0]"
5ML_sorting_tube_rack,0.3652727007865906,"[-456.0, -464.0, 1754.0]"
5ML_centrifuge_tube,0.334372878074646,"[222.0, 283.0, 925.0]"
tube_rack_storage_cabinet,0.27947038412094116,"[-375.0, 52.0, 641.0]"
10ML_sorting_tube_rack,0.25025320053100586,"[-223.0, -81.0, 1282.0]"
refrigerator_close,0.9527184963226318,"[23.0, -428.0, 1523.0]"
centrifuge_close,0.9106353521347046,"[322.0, -220.0, 1277.0]"
blood_tube,0.8182346820831299,"[234.0, 197.0, 1045.0]"
dispensing_tube_rack,0.7458019256591797,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.7244285941123962,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6369857788085938,"[92.0, 120.0, 1135.0]"
10ML_centrifuge_tube,0.6060317754745483,"[-43.0, 57.0, 1053.0]"
10ML_centrifuge_tube,0.4737551510334015,"[-582.0, -98.0, 1332.0]"
10ML_centrifuge_tube,0.4325551688671112,"[95.0, 254.0, 967.0]"
tube_rack_storage_cabinet,0.4242187738418579,"[-378.0, 51.0, 646.0]"
dispensing_tube_rack,0.40406346321105957,"[-71.0, 111.0, 1035.0]"
10ML_sorting_tube_rack,0.34749341011047363,"[-222.0, -82.0, 1276.0]"
5ML_centrifuge_tube,0.33420801162719727,"[222.0, 284.0, 925.0]"
5ML_sorting_tube_rack,0.2971000671386719,"[-449.0, -460.0, 1730.0]"
refrigerator_close,0.9555767774581909,"[23.0, -435.0, 1549.0]"
centrifuge_close,0.9202021360397339,"[324.0, -221.0, 1284.0]"
blood_tube,0.8228590488433838,"[232.0, 195.0, 1037.0]"
10ML_centrifuge_tube,0.7361615300178528,"[-501.0, -192.0, 1410.0]"
dispensing_tube_rack,0.7062326073646545,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.6135289669036865,"[-43.0, 57.0, 1053.0]"
centrifuge_close,0.5886415839195251,"[-335.0, -57.0, 573.0]"
blood_tube,0.569467306137085,"[90.0, 119.0, 1134.0]"
10ML_sorting_tube_rack,0.4910857677459717,"[-223.0, -83.0, 1281.0]"
dispensing_tube_rack,0.43587809801101685,"[-69.0, 111.0, 1034.0]"
10ML_centrifuge_tube,0.42610326409339905,"[96.0, 253.0, 962.0]"
10ML_centrifuge_tube,0.36434057354927063,"[-581.0, -98.0, 1334.0]"
tube_rack_storage_cabinet,0.3315759003162384,"[-372.0, 50.0, 636.0]"
refrigerator_close,0.9568325877189636,"[24.0, -445.0, 1585.0]"
centrifuge_close,0.913431704044342,"[321.0, -219.0, 1274.0]"
blood_tube,0.8299291133880615,"[232.0, 196.0, 1039.0]"
dispensing_tube_rack,0.7413433194160461,"[-151.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.6917480826377869,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6759431958198547,"[91.0, 120.0, 1144.0]"
10ML_centrifuge_tube,0.5918934941291809,"[-44.0, 57.0, 1052.0]"
dispensing_tube_rack,0.5710601210594177,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.44904741644859314,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.3504159450531006,"[-581.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.3021464943885803,"[-225.0, -84.0, 1287.0]"
refrigerator_close,0.9522684216499329,"[23.0, -426.0, 1517.0]"
centrifuge_close,0.9082455039024353,"[321.0, -219.0, 1273.0]"
blood_tube,0.820551335811615,"[234.0, 197.0, 1047.0]"
dispensing_tube_rack,0.7657343745231628,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.7054997682571411,"[-497.0, -190.0, 1398.0]"
blood_tube,0.6119922399520874,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.575039267539978,"[-43.0, 57.0, 1052.0]"
10ML_centrifuge_tube,0.4009871184825897,"[-583.0, -98.0, 1334.0]"
tube_rack_storage_cabinet,0.4000851511955261,"[-376.0, 51.0, 643.0]"
10ML_sorting_tube_rack,0.3705218434333801,"[-223.0, -83.0, 1281.0]"
10ML_centrifuge_tube,0.36172929406166077,"[96.0, 253.0, 963.0]"
centrifuge_close,0.3265376091003418,"[-335.0, -58.0, 573.0]"
dispensing_tube_rack,0.2957006096839905,"[-67.0, 110.0, 1032.0]"
5ML_centrifuge_tube,0.2842811644077301,"[223.0, 285.0, 928.0]"
5ML_sorting_tube_rack,0.2558022439479828,"[-458.0, -466.0, 1763.0]"
refrigerator_close,0.9539766907691956,"[24.0, -445.0, 1585.0]"
centrifuge_close,0.9197514653205872,"[323.0, -221.0, 1282.0]"
blood_tube,0.8550426363945007,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7238483428955078,"[-151.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.689606785774231,"[-496.0, -190.0, 1396.0]"
blood_tube,0.6579811573028564,"[92.0, 119.0, 1134.0]"
10ML_centrifuge_tube,0.6094272136688232,"[-43.0, 57.0, 1049.0]"
dispensing_tube_rack,0.5265234708786011,"[-69.0, 110.0, 1037.0]"
10ML_centrifuge_tube,0.43122416734695435,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.43000245094299316,"[-226.0, -85.0, 1290.0]"
tube_rack_storage_cabinet,0.3475591838359833,"[-375.0, 51.0, 641.0]"
10ML_centrifuge_tube,0.33585822582244873,"[-583.0, -98.0, 1334.0]"
blood_tube,0.25195279717445374,"[-177.0, -5.0, 961.0]"
refrigerator_close,0.957048773765564,"[24.0, -444.0, 1580.0]"
centrifuge_close,0.916199803352356,"[319.0, -219.0, 1270.0]"
blood_tube,0.8288307189941406,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.7829896211624146,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.7007868885993958,"[-495.0, -189.0, 1392.0]"
dispensing_tube_rack,0.587409257888794,"[-71.0, 110.0, 1033.0]"
10ML_centrifuge_tube,0.5819305777549744,"[-43.0, 57.0, 1051.0]"
blood_tube,0.575649082660675,"[91.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.4865338206291199,"[95.0, 255.0, 968.0]"
10ML_sorting_tube_rack,0.4275963008403778,"[-224.0, -83.0, 1285.0]"
tube_rack_storage_cabinet,0.3782877027988434,"[-370.0, 50.0, 634.0]"
10ML_centrifuge_tube,0.3314776122570038,"[-583.0, -99.0, 1334.0]"
refrigerator_close,0.9544708728790283,"[22.0, -418.0, 1486.0]"
centrifuge_close,0.915740430355072,"[321.0, -219.0, 1274.0]"
blood_tube,0.8219330310821533,"[234.0, 197.0, 1045.0]"
10ML_centrifuge_tube,0.6938075423240662,"[-494.0, -189.0, 1391.0]"
